V1	V2
PF3D7_0831000	GO:0043657
PF3D7_0831100	GO:0009986,GO:0044228
PF3D7_0831300	GO:0043657
PF3D7_0831400	GO:0043657
PF3D7_0831500	GO:0043657
PF3D7_0831700	GO:0005515,GO:0005524,GO:0005634,GO:0016887,GO:0020003,GO:0020035,GO:0020036,GO:0030430,GO:0031072,GO:0032991,GO:0044164,GO:1903561
PF3D7_0831800	GO:0005737,GO:0020020,GO:0020036,GO:0030430,GO:0033644,GO:0042167
PF3D7_0832000	GO:0020013,GO:0020036
PF3D7_0832200	GO:0044164,GO:0043657
PF3D7_0832300	GO:0043657
PF3D7_0832400	GO:0020013,GO:0020036
PF3D7_0832500	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0832600	GO:0020013,GO:0020036
PF3D7_0832900	GO:0020013,GO:0020036
PF3D7_0833000	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0833100	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0833400	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0900100	GO:0020002,GO:0020030,GO:0050839,GO:0098609
PF3D7_0900200	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0900400	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0900500	GO:0020002,GO:0020033
PF3D7_0900600	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0900700	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0900900	GO:0020013,GO:0020036
PF3D7_0901100	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0901300	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0901400	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0901500	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0901600	GO:0020013,GO:0020036
PF3D7_0901700	GO:0043657
PF3D7_0901800	GO:0043657
PF3D7_0902000	GO:0020036
PF3D7_0902100	GO:0005737
PF3D7_0902200	GO:0020036
PF3D7_0902400	GO:0005634
PF3D7_0902500	GO:0020036
PF3D7_0902800	GO:0002377,GO:0050776
PF3D7_0903100	GO:0033116
PF3D7_0903200	GO:0003924,GO:0005515,GO:0005768,GO:1905394
PF3D7_0903300	GO:0016021
PF3D7_0903400	GO:0005634
PF3D7_0903500	GO:0005634,GO:0005643
PF3D7_0903600	GO:0020009
PF3D7_0903700	GO:0005634,GO:0005881,GO:0009986,GO:0031122
PF3D7_0903800	GO:0005515,GO:0020003,GO:0044312,GO:0044877
PF3D7_0903900	GO:0005634,GO:0022625
PF3D7_0904000	GO:0005634
PF3D7_0904200	GO:0009986,GO:0044312
PF3D7_0904300	GO:0016021
PF3D7_0904400	GO:0044310
PF3D7_0904700	GO:0005634,GO:0020011
PF3D7_0904800	GO:0005634
PF3D7_0904900	GO:0005507,GO:0005886,GO:0006825,GO:0020002,GO:0031410
PF3D7_0905000	GO:0005634
PF3D7_0905100	GO:0005634,GO:0005643,GO:0005737,GO:0020003,GO:0034399
PF3D7_0905400	GO:0005515,GO:0005634,GO:0009986,GO:0020008,GO:0020030,GO:0044409,GO:0044877,GO:0046789,GO:1903561
PF3D7_0905700	GO:0005515
PF3D7_0905800	GO:0005634
PF3D7_0905900	GO:0005634,GO:0006888,GO:0006890,GO:0030126
PF3D7_0906000	GO:0000175,GO:0005634,GO:0016441,GO:0034399
PF3D7_0906100	GO:0005634
PF3D7_0906200	GO:0020011
PF3D7_0906300	GO:0005634
PF3D7_0906500	GO:0004053,GO:0006525
PF3D7_0906600	GO:0003729,GO:0005634
PF3D7_0907400	GO:0003729,GO:0005515,GO:0005634
PF3D7_0907600	GO:0005634
PF3D7_0907700	GO:0005634,GO:0008537,GO:0010950,GO:0042493,GO:0061133,GO:0061136
PF3D7_0907800	GO:0020011
PF3D7_0907900	GO:0008198,GO:0020011,GO:0031365,GO:0043686
PF3D7_0908000	GO:0005622,GO:0005886
PF3D7_0908100	GO:0016021,GO:0020011
PF3D7_0908300	GO:0020011
PF3D7_0909100	GO:0016020
PF3D7_0909200	GO:0005783,GO:0036066,GO:0044409,GO:0046922,GO:0048870
PF3D7_0909300	GO:0005829
PF3D7_0909400	GO:0005634
PF3D7_0909500	GO:0009986,GO:0020025
PF3D7_0909700	GO:0042493
PF3D7_0909800	GO:0000398,GO:0003729,GO:0005634,GO:1990904
PF3D7_0909900	GO:0004004
PF3D7_0910000	GO:0005634
PF3D7_0910100	GO:0005634,GO:0006611,GO:0009657
PF3D7_0910200	GO:0005634
PF3D7_0910400	GO:0005634
PF3D7_0910600	GO:0005484,GO:0005794,GO:0005829,GO:0006886,GO:0031201,GO:0031338
PF3D7_0910800	GO:0005739,GO:0016226,GO:0020011
PF3D7_0910900	GO:0003896,GO:0005634,GO:0006269
PF3D7_0911300	GO:0016021,GO:0030522,GO:0031362,GO:0046907
PF3D7_0911600	GO:0020011
PF3D7_0911700	GO:0020011
PF3D7_0911900	GO:0004869,GO:0005829,GO:0030430,GO:0031982,GO:0044409,GO:0048870
PF3D7_0912200	GO:0016021
PF3D7_0912400	GO:0005634,GO:0005886,GO:0020003,GO:0020011
PF3D7_0912500	GO:0003729,GO:0005634
PF3D7_0912900	GO:0000502,GO:0020020
PF3D7_0913200	GO:0005085,GO:0005634,GO:0005853,GO:0020036
PF3D7_0913500	GO:0009657,GO:0020011
PF3D7_0913700	GO:0020011
PF3D7_0913900	GO:0020011
PF3D7_0914000	GO:0020011,GO:0020036
PF3D7_0914200	GO:0005783
PF3D7_0914300	GO:0020011
PF3D7_0914400	GO:0005634
PF3D7_0914600	GO:0000993,GO:0006368,GO:0008023
PF3D7_0914700	GO:0016021
PF3D7_0915000	GO:0005739,GO:0008137
PF3D7_0915100	GO:0016925
PF3D7_0915200	GO:0005634
PF3D7_0915300	GO:0005739
PF3D7_0915400	GO:0005524,GO:0005634,GO:0005737
PF3D7_0915700	GO:0005634,GO:0005739
PF3D7_0915900	GO:0005634
PF3D7_0916000	GO:0016021
PF3D7_0916100	GO:0005783,GO:0045454
PF3D7_0916200	GO:0020011
PF3D7_0916300	GO:0016021
PF3D7_0916500	GO:0010564,GO:0016887,GO:0020011,GO:0030433
PF3D7_0916700	GO:0003729,GO:0005634
PF3D7_0917000	GO:0000796,GO:0045177,GO:0051301
PF3D7_0917100	GO:0005739
PF3D7_0917600	GO:0005634
PF3D7_0917900	GO:0005515,GO:0005634,GO:0005783,GO:0009986,GO:0020020,GO:0042493,GO:1903561
PF3D7_0918000	GO:0005515,GO:0005634,GO:0005783,GO:0005886,GO:0009986,GO:0020020,GO:0043495,GO:0070258,GO:1903561
PF3D7_0918100	GO:0005634
PF3D7_0918200	GO:0020011
PF3D7_0918300	GO:0003743,GO:0005634,GO:0005852,GO:0006413
PF3D7_0918400	GO:0016021,GO:0020011
PF3D7_0918600	GO:0000723,GO:0005515,GO:0005634,GO:0005737,GO:0006281,GO:0016887,GO:0032508,GO:0040029,GO:0043138
PF3D7_0918700	GO:0005634
PF3D7_0918800	GO:0020011
PF3D7_0919000	GO:0003677,GO:0005634,GO:0005737,GO:0034399,GO:0042393
PF3D7_0919300	GO:0005875
PF3D7_0919400	GO:0003756,GO:0009986
PF3D7_0919500	GO:0005886,GO:0009986,GO:0016021
PF3D7_0919600	GO:0004579,GO:0020011
PF3D7_0919800	GO:0005634
PF3D7_0919900	GO:0005515,GO:0005634,GO:0005737
PF3D7_0920000	GO:0005783,GO:0009922
PF3D7_0920200	GO:0020011
PF3D7_0920600	GO:0020011
PF3D7_0920700	GO:0045177
PF3D7_0920800	GO:0005634,GO:0020020
PF3D7_0921400	GO:0020011
PF3D7_0921700	GO:0020011
PF3D7_0921800	GO:0000027,GO:0030687
PF3D7_0921900	GO:0005634
PF3D7_0922200	GO:0004478,GO:0005515,GO:0005634,GO:0006556,GO:0009986,GO:0020020,GO:0020036,GO:0042803,GO:0045454,GO:1903561
PF3D7_0922400	GO:0008153
PF3D7_0922500	GO:0005634,GO:0009986,GO:0020020,GO:0020036,GO:1903561
PF3D7_0922700	GO:0000398,GO:0005634
PF3D7_0922900	GO:0018454,GO:0020011,GO:0070402
PF3D7_0923000	GO:0005634
PF3D7_0923100	GO:0005737,GO:0016579
PF3D7_0923200	GO:0005634
PF3D7_0923300	GO:0020009,GO:0044409
PF3D7_0923600	GO:0005739,GO:0009249,GO:0016979,GO:0017118,GO:0020011
PF3D7_0923800	GO:0005739,GO:0005737
PF3D7_0923900	GO:0005634,GO:0005829,GO:0008143
PF3D7_0924300	GO:0005829
PF3D7_0924500	GO:0016021
PF3D7_0924700	GO:0000398,GO:0005681
PF3D7_0924900	GO:0005874
PF3D7_0925200	GO:0005634
PF3D7_0925300	GO:0020011
PF3D7_0925500	GO:0005739
PF3D7_0925700	GO:0005515,GO:0005634,GO:0042493
PF3D7_0925900	GO:0005829,GO:0006979,GO:0016020,GO:0020003,GO:0020020,GO:0110148
PF3D7_0926200	GO:0009986
PF3D7_0926400	GO:0008028,GO:0015718,GO:0016021,GO:0020011
PF3D7_0926600	GO:0016021
PF3D7_0926700	GO:0005737
PF3D7_0926900	GO:0005634
PF3D7_0927000	GO:0006457,GO:0032780
PF3D7_0927300	GO:0004333,GO:0005739,GO:0006106
PF3D7_0927600	GO:0005634
PF3D7_0927700	GO:0005634,GO:0005737
PF3D7_0927800	GO:0005739
PF3D7_0927900	GO:0005783,GO:0016020
PF3D7_0928500	GO:0005634
PF3D7_0928900	GO:0004385,GO:0006186,GO:0016310,GO:0019206
PF3D7_0929000	GO:0005669,GO:0006366
PF3D7_0929200	GO:0003729,GO:0005634
PF3D7_0929400	GO:0005515,GO:0005634,GO:0020008,GO:0030430,GO:0033644,GO:0044409,GO:0044877,GO:1903561
PF3D7_0929600	GO:0020039
PF3D7_0929900	GO:0020011
PF3D7_0930100	GO:0020011
PF3D7_0930300	GO:0005515,GO:0005634,GO:0020020,GO:0035891,GO:0044409,GO:0044877,GO:0046658,GO:0046812,GO:1903561
PF3D7_0930900	GO:0005739
PF3D7_0931000	GO:0005634
PF3D7_0931200	GO:0005783,GO:0016209,GO:0016491,GO:0045454
PF3D7_0931800	GO:0005622
PF3D7_0931900	GO:0005829
PF3D7_0932200	GO:0003779,GO:0005515,GO:0005543,GO:0005634,GO:0005737,GO:0005829,GO:0042989,GO:0044409,GO:0048870,GO:0070064
PF3D7_0932300	GO:0005634,GO:0005829
PF3D7_0932500	GO:0016409,GO:0018345
PF3D7_0932600	GO:0020011
PF3D7_0932800	GO:0005635
PF3D7_0933000	GO:0005634
PF3D7_0933300	GO:0020011
PF3D7_0933500	GO:0005634
PF3D7_0933600	GO:0004222,GO:0006627,GO:0008233,GO:0017087
PF3D7_0933900	GO:0005634
PF3D7_0934000	GO:0004812,GO:0006427,GO:0020011
PF3D7_0934100	GO:0005515,GO:0005634,GO:0005737,GO:0017116,GO:0043139
PF3D7_0934500	GO:0005634,GO:0020020
PF3D7_0934800	GO:0005515,GO:0005634,GO:0030154,GO:0044409
PF3D7_0935000	GO:0003729,GO:0005634
PF3D7_0935400	GO:0005515,GO:0034399,GO:0044877
PF3D7_0935500	GO:0020036,GO:0043657
PF3D7_0935600	GO:0020036
PF3D7_0935700	GO:0020036,GO:0043657
PF3D7_0935800	GO:0005515,GO:0005634,GO:0020008,GO:0045177,GO:0046789,GO:0098609
PF3D7_0935900	GO:0005515,GO:0005737,GO:0020036,GO:0030430,GO:0033644,GO:1903561
PF3D7_0936000	GO:0005515,GO:0020036
PF3D7_0936100	GO:0020005
PF3D7_0936200	GO:0020036,GO:0043657
PF3D7_0936300	GO:0005634,GO:0030430
PF3D7_0936400	GO:0030430
PF3D7_0936500	GO:0020003,GO:0020036,GO:0033644,GO:0050839
PF3D7_0936600	GO:0020036,GO:0030430,GO:0044164
PF3D7_0936800	GO:0005634,GO:0020002,GO:0020036,GO:0033644,GO:0044164
PF3D7_0937000	GO:0043657
PF3D7_0937100	GO:0043657
PF3D7_0937300	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0937400	GO:0020002,GO:0020033
PF3D7_0937500	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0937700	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0937800	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_1000100	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0046789,GO:0050839,GO:0098609
PF3D7_1000200	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_1000300	GO:0020002,GO:0020033
PF3D7_1000400	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_1000500	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_1000600	GO:0020002,GO:0020033
PF3D7_1001000	GO:0020036
PF3D7_1001100	GO:0000062,GO:0006631,GO:0020036
PF3D7_1001200	GO:0000062,GO:0006631
PF3D7_1001300	GO:0044164
PF3D7_1001400	GO:0005515,GO:0020036,GO:0044164
PF3D7_1001500	GO:0020005
PF3D7_1001600	GO:0044164
PF3D7_1001700	GO:0043657
PF3D7_1001800	GO:0043657
PF3D7_1001900	GO:0005515,GO:0020036,GO:0044228
PF3D7_1002000	GO:0043657
PF3D7_1002100	GO:0005515,GO:0020036,GO:0044164
PF3D7_1002200	GO:0009986
PF3D7_1002400	GO:0000381,GO:0000398,GO:0003723,GO:0005634,GO:0005681
PF3D7_1002600	GO:0020011
PF3D7_1003000	GO:0016020,GO:0016021,GO:0032991
PF3D7_1003200	GO:0020011
PF3D7_1003300	GO:0004596,GO:0005634,GO:0006474,GO:0031415
PF3D7_1003500	GO:0003735,GO:0005634,GO:0006412,GO:0022627
PF3D7_1003600	GO:0005515,GO:0005634,GO:0070258
PF3D7_1003800	GO:0000398,GO:0003723,GO:0046540
PF3D7_1004000	GO:0003735,GO:0005634,GO:0006412,GO:0022625
PF3D7_1004300	GO:0005634,GO:0016567
PF3D7_1004400	GO:0003729,GO:0005634
PF3D7_1004500	GO:0005634
PF3D7_1004600	GO:0016021
PF3D7_1004800	GO:0005471,GO:0005743
PF3D7_1005000	GO:0004825,GO:0006431,GO:0020011
PF3D7_1005100	GO:0005730,GO:0019843,GO:0032040,GO:0042274
PF3D7_1005500	GO:0000184,GO:0004004
PF3D7_1005900	GO:0020011
PF3D7_1006100	GO:0030014
PF3D7_1006200	GO:0003677,GO:0003723,GO:0003729,GO:0005515,GO:0005634,GO:0020020,GO:0036396,GO:1903561
PF3D7_1006600	GO:0016491
PF3D7_1006700	GO:0005634
PF3D7_1006800	GO:0000723,GO:0003729,GO:0005634,GO:0020020,GO:0043047
PF3D7_1007000	GO:0016021
PF3D7_1007200	GO:0005096,GO:0005634,GO:0007266
PF3D7_1007700	GO:0005515,GO:0005634,GO:0020036,GO:0032991,GO:0042493,GO:0043565
PF3D7_1007900	GO:0003743,GO:0005634,GO:0005852,GO:0006413
PF3D7_1008000	GO:0005634,GO:0010468,GO:0032958
PF3D7_1008100	GO:0000123,GO:0005634,GO:0035064
PF3D7_1008200	GO:0005739
PF3D7_1008400	GO:0005634,GO:0006511,GO:0008540,GO:0070682
PF3D7_1008500	GO:0016021
PF3D7_1008700	GO:0000226,GO:0005200,GO:0005634,GO:0005874,GO:0020020,GO:0042493
PF3D7_1008800	GO:0003723,GO:0005634,GO:0005730,GO:0006364
PF3D7_1008900	GO:0004017,GO:0005634,GO:0005829,GO:0006091
PF3D7_1009000	GO:0004164,GO:0017183
PF3D7_1009100	GO:0016020
PF3D7_1009400	GO:0005634
PF3D7_1009500	GO:0008237
PF3D7_1009600	GO:0020011
PF3D7_1010000	GO:0005739
PF3D7_1010600	GO:0001731,GO:0003729,GO:0003743,GO:0005515,GO:0005634,GO:0005737,GO:0005850,GO:0006413
PF3D7_1010700	GO:0005634
PF3D7_1011000	GO:0005829,GO:0045177,GO:0070258
PF3D7_1011200	GO:0005484,GO:0031201
PF3D7_1011400	GO:0004175,GO:0005634,GO:0005737,GO:0005839,GO:0006511
PF3D7_1011500	GO:0009986,GO:0016021
PF3D7_1011700	GO:0003684,GO:0006289
PF3D7_1011800	GO:0003690,GO:0003700,GO:0005634,GO:0006355
PF3D7_1011900	GO:0004392
PF3D7_1012200	GO:0009986,GO:0020008,GO:0044409,GO:0045177,GO:0046812
PF3D7_1012300	GO:0005739
PF3D7_1012400	GO:0004422,GO:0006166,GO:0042493
PF3D7_1012600	GO:0003921,GO:0006164
PF3D7_1012700	GO:0005634,GO:0042493
PF3D7_1012900	GO:0020020,GO:0031410,GO:0032266,GO:0042493,GO:0043572
PF3D7_1013000	GO:0071944
PF3D7_1013100	GO:0005730,GO:0032040
PF3D7_1013200	GO:0005634
PF3D7_1013500	GO:0004435,GO:0004629,GO:0006644,GO:0035556
PF3D7_1013600	GO:0005634
PF3D7_1013700	GO:0005737
PF3D7_1013900	GO:0003743,GO:0005851,GO:0006446
PF3D7_1014000	GO:0005737,GO:0006486,GO:0009225,GO:0016491,GO:0016857,GO:0050577
PF3D7_1014100	GO:0005515,GO:0005737,GO:0009986,GO:0044409,GO:1903561
PF3D7_1014300	GO:0016020
PF3D7_1014400	GO:0004693,GO:0005515,GO:0005634,GO:0006468,GO:0051726
PF3D7_1014600	GO:0000123,GO:0003700,GO:0005515,GO:0005634,GO:0006355
PF3D7_1014700	GO:0005739
PF3D7_1014900	GO:0005634
PF3D7_1015000	GO:0003919,GO:0006747
PF3D7_1015100	GO:0005634
PF3D7_1015200	GO:0020011,GO:0005634,GO:0005829
PF3D7_1015300	GO:0005634,GO:0006508,GO:0008235
PF3D7_1015400	GO:0005634
PF3D7_1015600	GO:0005515,GO:0005634,GO:0005737,GO:0005739,GO:0006457,GO:0006626,GO:0006986,GO:0020020,GO:0020036,GO:0042623
PF3D7_1015800	GO:0004748,GO:0005971,GO:0006260,GO:0009263
PF3D7_1015900	GO:0000045,GO:0002253,GO:0004634,GO:0005515,GO:0005634,GO:0005737,GO:0005856,GO:0005886,GO:0006094,GO:0006096,GO:0006351,GO:0009986,GO:0020020
PF3D7_1016300	GO:0003729,GO:0005515,GO:0005634,GO:0020030,GO:0030430
PF3D7_1016400	GO:0006468,GO:0020036,GO:0044003
PF3D7_1016500	GO:0043657
PF3D7_1016600	GO:0043657
PF3D7_1016700	GO:0020036
PF3D7_1016800	GO:0020036,GO:0043657
PF3D7_1016900	GO:0020005
PF3D7_1017000	GO:0003887,GO:0005634,GO:0006260,GO:0008310,GO:0043625
PF3D7_1017100	GO:0009986,GO:0020003,GO:0020009,GO:0020036,GO:0044409,GO:1990225
PF3D7_1017300	GO:0005794,GO:0005801,GO:0007030,GO:0046983
PF3D7_1017400	GO:0004615,GO:0009298
PF3D7_1017500	GO:0005515,GO:0005634,GO:0009986,GO:0070258
PF3D7_1017600	GO:0005634
PF3D7_1017900	GO:0004175,GO:0005634,GO:0005838,GO:0006511
PF3D7_1018000	GO:0004730,GO:0006396,GO:0020011
PF3D7_1018200	GO:0005634,GO:0005737,GO:0045178
PF3D7_1018500	GO:0000245,GO:0000398,GO:0005686
PF3D7_1019000	GO:0003729,GO:0005634
PF3D7_1019400	GO:0003735,GO:0005634,GO:0006412,GO:0022625
PF3D7_1019700	GO:0005634
PF3D7_1019900	GO:0005515,GO:0005634,GO:0005829,GO:0016020,GO:0020011,GO:0031410,GO:0042493
PF3D7_1020300	GO:0003777,GO:0005868,GO:0007018
PF3D7_1020400	GO:0005730,GO:0009383
PF3D7_1020700	GO:0005634
PF3D7_1020800	GO:0004739,GO:0004742,GO:0006086,GO:0006099,GO:0006633,GO:0016020,GO:0020011,GO:0045254
PF3D7_1020900	GO:0003924,GO:0005525,GO:0005794,GO:0006471,GO:0020020,GO:0036396,GO:0090215,GO:1990583
PF3D7_1021000	GO:0020011
PF3D7_1021300	GO:0016021,GO:0020011
PF3D7_1021500	GO:0004004,GO:0020011,GO:0030490
PF3D7_1021600	GO:0004139,GO:0005622,GO:0006098
PF3D7_1021800	GO:0005634,GO:0020005,GO:0020036,GO:0033644,GO:0035891
PF3D7_1021900	GO:0003729,GO:0005634
PF3D7_1022000	GO:0003729,GO:0005634
PF3D7_1022200	GO:0016021
PF3D7_1022300	GO:0005381,GO:0005385,GO:0005886,GO:0046873
PF3D7_1022400	GO:0000375,GO:0005634,GO:0008380
PF3D7_1022500	GO:0004108,GO:0005739,GO:0006099,GO:0006101,GO:0046356
PF3D7_1022600	GO:0005515,GO:0042493
PF3D7_1022700	GO:0017121,GO:0017128
PF3D7_1022800	GO:0005515,GO:0020011,GO:0051539
PF3D7_1022900	GO:0005739
PF3D7_1023000	GO:0045177
PF3D7_1023100	GO:0003774,GO:0003777,GO:0007017
PF3D7_1023200	GO:0004590,GO:0005515,GO:0006207
PF3D7_1023300	GO:0020011
PF3D7_1023900	GO:0005515,GO:0005634
PF3D7_1024000	GO:0020011
PF3D7_1024300	GO:0015986
PF3D7_1024800	GO:0005515,GO:0005737,GO:0020003,GO:0020005,GO:0044877
PF3D7_1025000	GO:0005515,GO:0005634,GO:0005829,GO:0006897,GO:0042493
PF3D7_1025100	GO:0004360,GO:0006041
PF3D7_1025300	GO:0020011
PF3D7_1025400	GO:0016021
PF3D7_1025900	GO:0005634,GO:0005829
PF3D7_1026000	GO:0005634
PF3D7_1026400	GO:0005634
PF3D7_1026600	GO:0005634
PF3D7_1026800	GO:0003735,GO:0005634,GO:0006412,GO:0022627
PF3D7_1026900	GO:0004077,GO:0005829,GO:0042966
PF3D7_1027300	GO:0005634
PF3D7_1027400	GO:0003968,GO:0005634,GO:0006367
PF3D7_1027700	GO:0005509,GO:0005634,GO:0005813,GO:0031965
PF3D7_1027800	GO:0003735,GO:0005622,GO:0005634,GO:0006412,GO:0022625
PF3D7_1027900	GO:0016409,GO:0018345,GO:0044312
PF3D7_1028100	GO:0005739,GO:0006783,GO:0019353
PF3D7_1028300	GO:0005634,GO:0006364,GO:0042254
PF3D7_1028400	GO:0005634,GO:0005730
PF3D7_1028500	GO:0005634
PF3D7_1028600	GO:0009986
PF3D7_1028700	GO:0009986,GO:0020009,GO:0035891,GO:0046789
PF3D7_1028900	GO:0009986,GO:0070258
PF3D7_1029600	GO:0004000,GO:0020036,GO:0042493
PF3D7_1029800	GO:0005739
PF3D7_1030000	GO:0000182,GO:0000398,GO:0005515,GO:0005634,GO:0006355
PF3D7_1030100	GO:0004004,GO:0008380
PF3D7_1030200	GO:0020009,GO:0044409,GO:0045177
PF3D7_1030500	GO:0004175,GO:0005634,GO:0005838,GO:0006511
PF3D7_1030600	GO:0000408,GO:0005515,GO:0005737
PF3D7_1030800	GO:0005509
PF3D7_1030900	GO:0016020
PF3D7_1031000	GO:0005886,GO:0046658
PF3D7_1031200	GO:0045178,GO:0070258
PF3D7_1031300	GO:0005634
PF3D7_1031400	GO:0005829,GO:0008233,GO:0020011,GO:0031982,GO:1903060
PF3D7_1031600	GO:0005515,GO:0005634,GO:0005737,GO:0019888
PF3D7_1031700	GO:0004864,GO:0005515,GO:0005634,GO:0006470
PF3D7_1032000	GO:0020011
PF3D7_1032100	GO:0000290,GO:0005634
PF3D7_1032400	GO:0005783,GO:0006506,GO:0017176
PF3D7_1032500	GO:0005783,GO:0010564,GO:0016021,GO:0016887,GO:0030433
PF3D7_1032700	GO:0005634,GO:0005667,GO:0005737,GO:0031982
PF3D7_1032800	GO:0000164,GO:0004865,GO:0005515
PF3D7_1033000	GO:0003723,GO:0005739
PF3D7_1033100	GO:0004014,GO:0004586,GO:0006596,GO:0009445
PF3D7_1033200	GO:0005634,GO:0020005,GO:0020036
PF3D7_1033300	GO:0005634
PF3D7_1033400	GO:0005737,GO:0010323,GO:0016311,GO:0050308
PF3D7_1033600	GO:0000398,GO:0000974,GO:0005515,GO:0005634,GO:0071006
PF3D7_1033700	GO:0000781,GO:0001047,GO:0003682,GO:0005515,GO:0005634,GO:0006355,GO:0042393,GO:0044409
PF3D7_1033800	GO:0004190,GO:0006508
PF3D7_1033900	GO:0004842,GO:0006511,GO:0020036
PF3D7_1034200	GO:0003735,GO:0006412,GO:0020011
PF3D7_1034300	GO:0005875
PF3D7_1034400	GO:0005739,GO:0005749,GO:0006099,GO:0008177
PF3D7_1034600	GO:0020011
PF3D7_1034700	GO:0005525,GO:0006886
PF3D7_1034900	GO:0004825,GO:0005524,GO:0005634,GO:0006431
PF3D7_1035000	GO:0009982,GO:0031120,GO:1990481
PF3D7_1035200	GO:0020003
PF3D7_1035300	GO:0005515,GO:0009986,GO:0020003,GO:1903561
PF3D7_1035400	GO:0005515,GO:0005886,GO:0009986,GO:0020037,GO:0044877
PF3D7_1035500	GO:0005515,GO:0009986,GO:0044409,GO:0044877,GO:0046812
PF3D7_1035700	GO:0001791,GO:0005515,GO:0009986,GO:0044409,GO:0046812,GO:1903561
PF3D7_1035900	GO:0009986,GO:0044409,GO:0045177
PF3D7_1036000	GO:0009986,GO:0019898
PF3D7_1036300	GO:0001791,GO:0005515,GO:0009986,GO:0042493,GO:0046812
PF3D7_1036400	GO:0042493
PF3D7_1036800	GO:0005783,GO:0016021,GO:0042493
PF3D7_1036900	GO:0003729,GO:0005634,GO:0036396
PF3D7_1037000	GO:0003887,GO:0006260,GO:0016035
PF3D7_1037100	GO:0004743,GO:0020011
PF3D7_1037300	GO:0005471,GO:0005739,GO:0009986,GO:0020020
PF3D7_1037500	GO:0003777,GO:0003924,GO:0005783,GO:0005794,GO:0005875,GO:0006898,GO:0007017,GO:0020011
PF3D7_1037600	GO:0000717,GO:0016887,GO:0043138
PF3D7_1037700	GO:0003729,GO:0005634
PF3D7_1038000	GO:0005634
PF3D7_1038400	GO:0007276,GO:0030430
PF3D7_1038500	GO:0043657
PF3D7_1038600	GO:0043657
PF3D7_1038700	GO:0043657
PF3D7_1038800	GO:0005515,GO:0030430
PF3D7_1038900	GO:0016788
PF3D7_1039000	GO:0006468,GO:0020036,GO:0030430,GO:0044003
PF3D7_1039700	GO:0016021,GO:0020036,GO:0042000
PF3D7_1039800	GO:0020036
PF3D7_1039900	GO:0020036
PF3D7_1040000	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_1040100	GO:0020002,GO:0020033
PF3D7_1040200	GO:0020013,GO:0033644
PF3D7_1040300	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_1040400	GO:0020002,GO:0020033
PF3D7_1040500	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_1040600	GO:0020002,GO:0020033
PF3D7_1040700	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_1040800	GO:0020002,GO:0020033
PF3D7_1040900	GO:0020002,GO:0020033
PF3D7_1041000	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_1041100	GO:0020002,GO:0020033
PF3D7_1041200	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_1041300	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0046789,GO:0050839,GO:0098609
