V1	V2
PF3D7_0405300	GO:0005634,GO:0020003,GO:0030430,GO:0042025
PF3D7_0405400	GO:0000375,GO:0005634,GO:0008380,GO:0020011
PF3D7_0405700	GO:0006554,GO:0008923
PF3D7_0405900	GO:0005488,GO:0020009,GO:0046658,GO:1990225
PF3D7_0406100	GO:0005515,GO:0005634,GO:0007035,GO:0046961
PF3D7_0406200	GO:0005634,GO:0009986,GO:0016021,GO:0020005
PF3D7_0406400	GO:0004416,GO:0005829
PF3D7_0407100	GO:0005737
PF3D7_0407200	GO:0020011
PF3D7_0407800	GO:0005515,GO:0005634,GO:0045178,GO:0051301,GO:0070258
PF3D7_0407900	GO:0016887
PF3D7_0408300	GO:0005634
PF3D7_0408500	GO:0004520,GO:0005634,GO:0006259,GO:0048256
PF3D7_0408600	GO:0009986,GO:0045177
PF3D7_0408700	GO:0005509,GO:0009986,GO:0020005,GO:0020009,GO:0020036,GO:0022829,GO:0033644,GO:0046931
PF3D7_0408900	GO:0003677,GO:0005515,GO:0020011
PF3D7_0409100	GO:0000387,GO:0000398,GO:0046540
PF3D7_0409200	GO:0005730,GO:0032040
PF3D7_0409400	GO:0003677,GO:0003688,GO:0009408,GO:0020011,GO:0051082
PF3D7_0409500	GO:0020011
PF3D7_0409600	GO:0005634,GO:0005662,GO:0006260,GO:0006261,GO:0051052
PF3D7_0409700	GO:0005737,GO:0020011
PF3D7_0409800	GO:0005634
PF3D7_0409900	GO:0005200,GO:0007010,GO:0015629
PF3D7_0410000	GO:0044161,GO:0044164
PF3D7_0410100	GO:0030533
PF3D7_0410200	GO:0030533
PF3D7_0410300	GO:0004721,GO:0005634,GO:0005737,GO:0006470
PF3D7_0410400	GO:0000175,GO:0000178,GO:0005515,GO:0005737,GO:0006364,GO:0031499
PF3D7_0410600	GO:0070258,GO:0071944
PF3D7_0410700	GO:0003924,GO:0005525,GO:0020011
PF3D7_0410800	GO:0005634
PF3D7_0410900	GO:0005634
PF3D7_0411000	GO:0020036
PF3D7_0411100	GO:0016592
PF3D7_0411200	GO:0020011
PF3D7_0411400	GO:0004004,GO:0016070
PF3D7_0411500	GO:0030533
PF3D7_0411600	GO:0030533
PF3D7_0411900	GO:0003887,GO:0005658,GO:0006260
PF3D7_0412100	GO:0005634,GO:0005739,GO:0032543,GO:0042493
PF3D7_0412200	GO:0044310
PF3D7_0412400	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0412500	GO:0045892
PF3D7_0412700	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0412800	GO:0045892
PF3D7_0412900	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0413000	GO:0045892
PF3D7_0413100	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0413200	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0413300	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0413500	GO:0004619,GO:0005737,GO:0006096
PF3D7_0413600	GO:0005634,GO:0006511,GO:0008540,GO:0016887,GO:0070682
PF3D7_0413800	GO:0003735,GO:0005840,GO:0020011
PF3D7_0413900	GO:0004843,GO:0006511,GO:0043130,GO:0101005
PF3D7_0414000	GO:0000775,GO:0003682,GO:0005515,GO:0005634,GO:0034399
PF3D7_0414100	GO:0020011
PF3D7_0414200	GO:0005509
PF3D7_0414500	GO:0003676,GO:0016070
PF3D7_0414600	GO:0020009,GO:0045177
PF3D7_0414700	GO:0005525,GO:0020011
PF3D7_0414900	GO:0003677,GO:0005634,GO:0005829,GO:0020008,GO:0031225,GO:0045177
PF3D7_0415000	GO:0015446,GO:0016020,GO:0016887
PF3D7_0415300	GO:0004407,GO:0004672,GO:0006468
PF3D7_0415400	GO:0006890,GO:0030126
PF3D7_0415500	GO:0000398
PF3D7_0415600	GO:0004017,GO:0005525,GO:0005739,GO:0005759,GO:0006139
PF3D7_0415700	GO:0020011
PF3D7_0415800	GO:0008270
PF3D7_0415900	GO:0003735,GO:0005634,GO:0005840,GO:0006412
PF3D7_0416000	GO:0003676,GO:0003723
PF3D7_0416100	GO:0020011,GO:0030956,GO:0050567,GO:0070681
PF3D7_0416300	GO:0006270,GO:0008094
PF3D7_0416400	GO:0005634
PF3D7_0416500	GO:0000994,GO:0016480
PF3D7_0416600	GO:0005739,GO:0051881
PF3D7_0416700	GO:0005739
PF3D7_0416800	GO:0005783,GO:0020020,GO:0020036
PF3D7_0417100	GO:0003723,GO:0005515,GO:0005737,GO:0005829,GO:0017148
PF3D7_0417200	GO:0003723,GO:0005737,GO:0042493
PF3D7_0417300	GO:0005739,GO:0020036
PF3D7_0417500	GO:0005634
PF3D7_0417800	GO:0004672,GO:0006468
PF3D7_0418100	GO:0005737
PF3D7_0418200	GO:0003743,GO:0005634,GO:0005852
PF3D7_0418300	GO:0005634
PF3D7_0418500	GO:0005794,GO:0006888,GO:0020036
PF3D7_0418600	GO:0005829
PF3D7_0418800	GO:0044312
PF3D7_0419600	GO:0006405,GO:0006606,GO:0008536
PF3D7_0419700	GO:0046658,GO:1990225
PF3D7_0419800	GO:0003735,GO:0005634,GO:0005840,GO:0006412
PF3D7_0419900	GO:0016021,GO:0046488,GO:0052742
PF3D7_0420000	GO:0005634
PF3D7_0420200	GO:0006633,GO:0016740,GO:0020011
PF3D7_0420300	GO:0005634,GO:0043565
PF3D7_0420400	GO:0005634,GO:0005739,GO:0005829,GO:0032790
PF3D7_0420700	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0420800	GO:0045892
PF3D7_0420900	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0421000	GO:0045892
PF3D7_0421100	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0421200	GO:0020002,GO:0020033
PF3D7_0421300	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0421400	GO:0045892
PF3D7_0422000	GO:0006633,GO:0016491
PF3D7_0422100	GO:0005634,GO:0020011
PF3D7_0422300	GO:0005634
PF3D7_0422400	GO:0003735,GO:0005634,GO:0006412,GO:0022627,GO:1903561
PF3D7_0422500	GO:0000375,GO:0004004,GO:0005681
PF3D7_0422600	GO:0005634
PF3D7_0422700	GO:0004004,GO:0005634,GO:0006417,GO:0071013
PF3D7_0423100	GO:0016192,GO:0030133,GO:0030141
PF3D7_0423400	GO:0044409,GO:0045177,GO:0046789,GO:1990225
PF3D7_0423500	GO:0005515,GO:0009986,GO:0032991,GO:0070258
PF3D7_0423700	GO:0020005
PF3D7_0423800	GO:0005515,GO:0009986,GO:0020009,GO:0032991,GO:0044409,GO:0045177
PF3D7_0424000	GO:0005515,GO:0020036,GO:0044877
PF3D7_0424100	GO:0005515,GO:0008201,GO:0009986,GO:0020008,GO:0032991,GO:0044409,GO:0046789,GO:0051205
PF3D7_0424200	GO:0008201,GO:0020008,GO:0044409,GO:0045177,GO:0046789
PF3D7_0424400	GO:0003779,GO:0005515,GO:0009986,GO:0020003,GO:0020036,GO:0030430,GO:0030507,GO:0044164,GO:0044228,GO:0044409,GO:0046812,GO:1990225
PF3D7_0424500	GO:0006468,GO:0020035,GO:0044003,GO:0044538
PF3D7_0424600	GO:0005634,GO:0020035,GO:0044538,GO:1903561
PF3D7_0424700	GO:0006468,GO:0020036,GO:0030430,GO:0044003,GO:0044538
PF3D7_0424800	GO:0043657
PF3D7_0424900	GO:0043657
PF3D7_0425100	GO:0043657
PF3D7_0425200	GO:0043657
PF3D7_0425400	GO:0043657
PF3D7_0425500	GO:0020013,GO:0020036
PF3D7_0425700	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0425800	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0425900	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0426000	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0500100	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0500400	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0500500	GO:0020002,GO:0020033
PF3D7_0500800	GO:0005515,GO:0005634,GO:0020002,GO:0020030,GO:0020036
PF3D7_0500900	GO:0006468,GO:0044003
PF3D7_0501000	GO:0005634,GO:0020036,GO:1903561
PF3D7_0501100	GO:0001671,GO:0005515,GO:0032781,GO:0044164
PF3D7_0501200	GO:0005515,GO:0005634,GO:0009986,GO:0020036,GO:0030430,GO:0044228
PF3D7_0501300	GO:0005515,GO:0005634,GO:0005737,GO:0015031,GO:0016021,GO:0020004,GO:0020005,GO:0020036,GO:1903561
PF3D7_0501400	GO:0020036
PF3D7_0501500	GO:0005634,GO:0020008,GO:0020020,GO:1903561
PF3D7_0501600	GO:0005515,GO:0005634,GO:0020008,GO:0020020,GO:0044409,GO:1903561
PF3D7_0501700	GO:0000910,GO:0005737,GO:0030261
PF3D7_0501800	GO:0005515,GO:0005634,GO:0042393
PF3D7_0502000	GO:0005634,GO:0006886,GO:0008270,GO:0016020,GO:0016192
PF3D7_0502100	GO:0005634
PF3D7_0502200	GO:0005743
PF3D7_0502400	GO:0005886,GO:0016020,GO:0020003,GO:0020020,GO:0020036
PF3D7_0502900	GO:0005634
PF3D7_0503000	GO:0003735,GO:0006412,GO:0015934
PF3D7_0503100	GO:0008299,GO:0020011,GO:0050515
PF3D7_0503300	GO:0003676,GO:0005634,GO:0005681,GO:0008380
PF3D7_0503400	GO:0003785,GO:0005634,GO:0005829,GO:0015629,GO:0030036,GO:0051014,GO:0060327
PF3D7_0503500	GO:0004672,GO:0006468
PF3D7_0503600	GO:0003779,GO:0005515,GO:0005524,GO:0020005,GO:0045177
PF3D7_0503800	GO:0003735,GO:0005634,GO:0006412,GO:0022625
PF3D7_0504000	GO:0006812,GO:0008324,GO:0015662,GO:0016021,GO:0020011,GO:0043231
PF3D7_0504100	GO:0008270
PF3D7_0504200	GO:0020011
PF3D7_0504400	GO:0005515,GO:0020011
PF3D7_0504500	GO:0044312
PF3D7_0504600	GO:0003863,GO:0006099,GO:0030062
PF3D7_0504700	GO:0005813
PF3D7_0504800	GO:0005634
PF3D7_0505100	GO:0005634
PF3D7_0505200	GO:0005200,GO:0005634,GO:0007010,GO:0015629
PF3D7_0505400	GO:0020011
PF3D7_0505500	GO:0005634,GO:0006281,GO:0030983
PF3D7_0505600	GO:0005634
PF3D7_0505700	GO:0020011
PF3D7_0505800	GO:0005634,GO:0019941
PF3D7_0505900	GO:0016592
PF3D7_0506100	GO:0003735,GO:0006412,GO:0015934
PF3D7_0506200	GO:0005634,GO:0005669,GO:0006366
PF3D7_0506800	GO:0005634
PF3D7_0506900	GO:0005886,GO:0006465,GO:0008233,GO:0009986
PF3D7_0507100	GO:0003735,GO:0005634,GO:0006412,GO:0022625
PF3D7_0507200	GO:0005515,GO:0005737,GO:0006508,GO:0020011
PF3D7_0507300	GO:0009986,GO:0020036,GO:0044409,GO:0071944
PF3D7_0507400	GO:0020003,GO:0030414
PF3D7_0507500	GO:0004252,GO:0006508,GO:0008236,GO:0020003,GO:0020026,GO:0035891,GO:0044311
PF3D7_0507600	GO:0005634,GO:0030014
PF3D7_0507700	GO:0005783,GO:0010564,GO:0016887,GO:0030433
PF3D7_0508000	GO:0005515,GO:0009986,GO:0020009,GO:0046658,GO:0046812
PF3D7_0508100	GO:0005634
PF3D7_0508200	GO:0009986,GO:0020011,GO:0020036
PF3D7_0508300	GO:0008524,GO:0009670,GO:0016020,GO:0020011,GO:0031355,GO:0046323
PF3D7_0508500	GO:0005634,GO:0006323
PF3D7_0508700	GO:0008186
PF3D7_0508800	GO:0003697,GO:0005515,GO:0005634,GO:0020011
PF3D7_0508900	GO:0005634
PF3D7_0509000	GO:0005483
PF3D7_0509100	GO:0000775,GO:0000796,GO:0005634
PF3D7_0509300	GO:0005634
PF3D7_0509400	GO:0005730
PF3D7_0509600	GO:0004816,GO:0006421,GO:0020011
PF3D7_0509800	GO:0004430,GO:0006661,GO:0042493,GO:0046488
PF3D7_0510100	GO:0005634
PF3D7_0510200	GO:0003755,GO:0006457,GO:0016018
PF3D7_0510300	GO:0070258,GO:0071944
PF3D7_0510500	GO:0003917,GO:0005634,GO:0006265,GO:0042493
PF3D7_0510600	GO:0030533
PF3D7_0511000	GO:0005509,GO:0005737,GO:0020020,GO:0032715
PF3D7_0511200	GO:0004768,GO:0005783,GO:0006633,GO:0016021
PF3D7_0511300	GO:0020005
PF3D7_0511400	GO:0009986
PF3D7_0511500	GO:0003729,GO:0005634
PF3D7_0511600	GO:1990225
PF3D7_0511700	GO:0000408,GO:0005515,GO:0005737
PF3D7_0511800	GO:0004512,GO:0006021
PF3D7_0512000	GO:0005515,GO:0020005
PF3D7_0512200	GO:0004363,GO:0005524,GO:0005634,GO:0006750,GO:0006979
PF3D7_0512300	GO:0005515,GO:0005634,GO:0032147
PF3D7_0512600	GO:0005793,GO:0016020,GO:0020020,GO:0020036,GO:0060627
PF3D7_0512700	GO:0004588,GO:0005515,GO:0005634
PF3D7_0512900	GO:0005515,GO:0005634,GO:0005737,GO:0016208
PF3D7_0513100	GO:0005829
PF3D7_0513300	GO:0004731,GO:0006148,GO:0006152,GO:0042493
PF3D7_0513400	GO:0003924,GO:0020011,GO:0043022
PF3D7_0513600	GO:0003904,GO:0005634,GO:0006281
PF3D7_0513700	GO:0009986
PF3D7_0513800	GO:0005783,GO:0020008
PF3D7_0514100	GO:0005515,GO:0005634,GO:0017116,GO:0043138
PF3D7_0514200	GO:0020011
PF3D7_0514300	GO:0004815,GO:0006422,GO:0020011
PF3D7_0514400	GO:0030533
PF3D7_0514600	GO:0004751,GO:0008615,GO:0009052
PF3D7_0514900	GO:0005634,GO:0005667
PF3D7_0515000	GO:0000387,GO:0000398,GO:0003729,GO:0005515,GO:0005634,GO:0005681,GO:0045787
PF3D7_0515200	GO:0020036
PF3D7_0515300	GO:0005515,GO:0005737,GO:0006897,GO:0016303,GO:0020020,GO:0030492,GO:0042493,GO:0043656,GO:0046907
PF3D7_0515500	GO:0005829,GO:0006182,GO:0016021
PF3D7_0515600	GO:0044310
PF3D7_0515700	GO:0005634,GO:0005737,GO:0009986,GO:0016021,GO:0070258
PF3D7_0515900	GO:0005737
PF3D7_0516100	GO:0005886,GO:0016021
PF3D7_0516200	GO:0003723,GO:0005634,GO:0006412,GO:0022627,GO:1903561
PF3D7_0516300	GO:0020011
PF3D7_0516500	GO:0006810,GO:0016021
PF3D7_0516600	GO:0005525,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0008135,GO:0020003,GO:0020011
PF3D7_0516700	GO:0004843,GO:0016579
PF3D7_0516800	GO:0005634,GO:0043565
PF3D7_0516900	GO:0003735,GO:0005634,GO:0006412,GO:0022625
PF3D7_0517000	GO:0005634
PF3D7_0517100	GO:0020011
PF3D7_0517300	GO:0003723,GO:0005634,GO:0005681,GO:0005737,GO:0006397,GO:0008380,GO:0048024
PF3D7_0517400	GO:0005634,GO:0006351
PF3D7_0517600	GO:0008290,GO:0044310,GO:0044409,GO:0051016,GO:0051693
PF3D7_0517700	GO:0005634
PF3D7_0517800	GO:0008017,GO:0045177
PF3D7_0517900	GO:0000781,GO:0008270
PF3D7_0518100	GO:0009657,GO:0020011
PF3D7_0518200	GO:0005515,GO:0005634,GO:0005739
PF3D7_0518300	GO:0004175,GO:0005634,GO:0005839,GO:0006511
PF3D7_0518400	GO:0005634,GO:0005829,GO:0045736,GO:0051726
PF3D7_0518700	GO:0003729,GO:0005737,GO:0006417,GO:0043487
PF3D7_0518900	GO:0070258
PF3D7_0519300	GO:0005739
PF3D7_0519400	GO:0005634,GO:0022627
PF3D7_0519500	GO:0005737,GO:0030014
PF3D7_0519700	GO:0005634,GO:0036396
PF3D7_0519800	GO:0005634,GO:0070577
PF3D7_0519900	GO:0020011
PF3D7_0520000	GO:0003735,GO:0005634,GO:0032040,GO:0036396
PF3D7_0520100	GO:0003824
PF3D7_0520200	GO:0016592
PF3D7_0520300	GO:0000398,GO:0005622,GO:0005634,GO:0005688,GO:0005732
PF3D7_0520400	GO:0005622,GO:0005634
PF3D7_0520500	GO:0009228,GO:0016301
PF3D7_0520600	GO:0004081,GO:0033644
PF3D7_0520800	GO:0020011
PF3D7_0520900	GO:0004013,GO:0005515,GO:0005622,GO:0020036
PF3D7_0521000	GO:0005634
PF3D7_0521400	GO:0020011
PF3D7_0521500	GO:0004730,GO:0006364
PF3D7_0521800	GO:0005739
PF3D7_0522200	GO:0005515,GO:0005667,GO:0006366
PF3D7_0522300	GO:0016435,GO:0070476
PF3D7_0522500	GO:0003735,GO:0005762,GO:0006412,GO:0020011
PF3D7_0522600	GO:0070258
PF3D7_0522700	GO:0020011
PF3D7_0522800	GO:0000380,GO:0005634,GO:0005686,GO:0008380
PF3D7_0523000	GO:0005634,GO:0016021,GO:0020020,GO:0042493,GO:0042626
PF3D7_0523100	GO:0004222,GO:0005739,GO:0006627,GO:0017087
PF3D7_0523300	GO:0005739
PF3D7_0523500	GO:0030286
PF3D7_0523800	GO:0016021
PF3D7_0523900	GO:0016021
PF3D7_0524000	GO:0005634,GO:0005643,GO:0005737,GO:0006607,GO:0006913,GO:0019904,GO:0020020,GO:0036396,GO:0044613
PF3D7_0524400	GO:0005634
PF3D7_0524500	GO:0005634
PF3D7_0524600	GO:0003735,GO:0006412,GO:0015934,GO:0020011
PF3D7_0524700	GO:0005739,GO:0005742,GO:0006626
PF3D7_0524900	GO:0031591
PF3D7_0525000	GO:0005634,GO:0005829
PF3D7_0525100	GO:0004467,GO:0006631,GO:0020036,GO:0042493
PF3D7_0525400	GO:0005515,GO:0005829,GO:0010494,GO:0017148,GO:0043021
PF3D7_0525600	GO:0003723,GO:0006396,GO:0008173
PF3D7_0525700	GO:0020011
PF3D7_0525800	GO:0070258
PF3D7_0525900	GO:0004674,GO:0004713,GO:0006468
PF3D7_0526200	GO:0005096
PF3D7_0526300	GO:0005730,GO:0006364
PF3D7_0526700	GO:0020011
PF3D7_0526800	GO:0005634
PF3D7_0526900	GO:0016020
PF3D7_0527000	GO:0005634,GO:0016887
PF3D7_0527100	GO:0004842,GO:0016567
PF3D7_0527200	GO:0004843,GO:0005634,GO:0016579,GO:0070628
PF3D7_0527300	GO:0003729,GO:0006508,GO:0008235,GO:0070006
PF3D7_0527500	GO:0005634,GO:0051085
PF3D7_0527600	GO:0005634
PF3D7_0527700	GO:0030533
PF3D7_0527800	GO:0030533
PF3D7_0528000	GO:0043248
PF3D7_0528100	GO:0005515,GO:0005634
PF3D7_0528200	GO:0003729
PF3D7_0528400	GO:0016409,GO:0016746,GO:0018345,GO:0020008
PF3D7_0528500	GO:0051015,GO:0051693
PF3D7_0528700	GO:0006457,GO:0016018
PF3D7_0528800	GO:0005525,GO:0005622
PF3D7_0529000	GO:0020011
PF3D7_0529100	GO:0020011
PF3D7_0529200	GO:0005351,GO:0008643,GO:0016021
PF3D7_0529300	GO:0006457,GO:0016021,GO:0020011
PF3D7_0529500	GO:0003723,GO:0005634,GO:0051726
PF3D7_0529600	GO:0030533
PF3D7_0529800	GO:0005634
PF3D7_0530100	GO:0005484,GO:0006886,GO:0016192,GO:0031201,GO:0031338
PF3D7_0530200	GO:0008524,GO:0009670,GO:0020011,GO:0031353,GO:0046323
PF3D7_0530300	GO:0016021
PF3D7_0530500	GO:0016021
PF3D7_0530600	GO:0005634
PF3D7_0530750	GO:0006506,GO:0033185
PF3D7_0530800	GO:0020036
PF3D7_0530900	GO:0003779,GO:0005923,GO:0008154,GO:0030036,GO:0045010,GO:0045177
PF3D7_0531200	GO:0003735,GO:0005763
PF3D7_0532100	GO:0005515,GO:0020005
PF3D7_0532200	GO:0043657
PF3D7_0532300	GO:0005634,GO:0030430
PF3D7_0532400	GO:0005515,GO:0005634,GO:0020030,GO:0020035,GO:0020036,GO:0030430,GO:0033644,GO:0044164,GO:0044538
PF3D7_0532500	GO:0043657
PF3D7_0532600	GO:0020036,GO:0044164
PF3D7_0532900	GO:0020002,GO:0020033
PF3D7_0600200	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0600300	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0600500	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0600700	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0601000	GO:0020036
PF3D7_0601100	GO:0020036
PF3D7_0601200	GO:0020036
PF3D7_0601300	GO:0020036
PF3D7_0601500	GO:0043657
PF3D7_0601900	GO:0005515,GO:0005634,GO:0020011,GO:0020036,GO:1903561
PF3D7_0602100	GO:0005515,GO:0006401,GO:0031499,GO:0034399
PF3D7_0602300	GO:0020011
PF3D7_0602400	GO:0003746,GO:0006414,GO:0020011
PF3D7_0602500	GO:0004663,GO:0005968,GO:0018344
PF3D7_0602600	GO:0005634
PF3D7_0603000	GO:0005634
PF3D7_0603200	GO:0005743,GO:0016887,GO:0051131
PF3D7_0603300	GO:0004152,GO:0005743,GO:0006207,GO:0042493
PF3D7_0603400	GO:0020036
PF3D7_0603500	GO:0005739,GO:0006816,GO:0008273,GO:0016021
PF3D7_0603700	GO:0004826,GO:0005739,GO:0006432
PF3D7_0603800	GO:0005634,GO:0005813
PF3D7_0604100	GO:0005634,GO:0034399,GO:0042162,GO:0043565
PF3D7_0604200	GO:0005739
PF3D7_0604400	GO:0020011
PF3D7_0604500	GO:0003729,GO:0005634
PF3D7_0604700	GO:0020011
PF3D7_0604900	GO:0020011
PF3D7_0605000	GO:0003735,GO:0006412,GO:0022625
PF3D7_0605100	GO:0003723,GO:0005634
PF3D7_0605300	GO:0005634,GO:0005816,GO:0020014
PF3D7_0605500	GO:0051726
PF3D7_0605600	GO:0004550,GO:0006183,GO:0006228,GO:0006241
PF3D7_0605800	GO:0003690,GO:0005515,GO:0005634,GO:0006302
PF3D7_0605900	GO:0005783,GO:0009922
PF3D7_0606000	GO:0005634
PF3D7_0606100	GO:0003723
PF3D7_0606500	GO:0008187,GO:0008380,GO:0043484
PF3D7_0606600	GO:0005634
PF3D7_0606700	GO:0005634,GO:0006888,GO:0006890
PF3D7_0606800	GO:0009986
PF3D7_0606900	GO:0005634,GO:0005829
PF3D7_0607000	GO:0003743,GO:0005634,GO:0006413
PF3D7_0607100	GO:0005634
PF3D7_0607300	GO:0006783,GO:0020011
PF3D7_0607400	GO:0016021
PF3D7_0607500	GO:0005739,GO:0006744,GO:0008412,GO:0032592
PF3D7_0607600	GO:0005634,GO:0005814,GO:0007052
PF3D7_0607900	GO:0020011
PF3D7_0608000	GO:0005737,GO:0005768,GO:0032451,GO:0070988
PF3D7_0608100	GO:0020011
PF3D7_0608310	GO:0005739
PF3D7_0608500	GO:0004175,GO:0005634,GO:0005839,GO:0006511
PF3D7_0608700	GO:0005634,GO:0005829,GO:0005832,GO:0006457,GO:0051082
PF3D7_0608800	GO:0004587,GO:0005515,GO:0005622,GO:0006591,GO:0020020,GO:1903561
PF3D7_0609000	GO:0005634
PF3D7_0609100	GO:0006810,GO:0016021
PF3D7_0609800	GO:0005737,GO:0016409,GO:0018345,GO:0070258
PF3D7_0610100	GO:0000350,GO:0000375,GO:0005681,GO:0008380
PF3D7_0610200	GO:0005634
PF3D7_0610400	GO:0000786,GO:0003677,GO:0005634,GO:0006333,GO:0020003,GO:0051276,GO:1903561
PF3D7_0610600	GO:0006468,GO:0009931
PF3D7_0610800	GO:0004802,GO:0005634,GO:0005737,GO:0006098,GO:0020036
PF3D7_0610900	GO:0005634,GO:0006351
PF3D7_0611300	GO:0005634,GO:0005739
PF3D7_0611400	GO:0005515,GO:0005634,GO:0005737,GO:0010468
PF3D7_0611500	GO:0045177
PF3D7_0611600	GO:0045178,GO:0070258
PF3D7_0611700	GO:0022625
PF3D7_0611800	GO:0005634
PF3D7_0612200	GO:0000781,GO:0005634
PF3D7_0612600	GO:0032447
PF3D7_0612700	GO:0005515,GO:0009986,GO:0020004,GO:0020008,GO:0044409,GO:0046658
PF3D7_0612800	GO:0009986,GO:0046658
PF3D7_0612900	GO:0005525,GO:0005730,GO:0030687,GO:0042273
PF3D7_0613200	GO:0020011
PF3D7_0613300	GO:0020008
PF3D7_0613400	GO:0003735,GO:0005840,GO:0020011
PF3D7_0613500	GO:0016192,GO:0030123
PF3D7_0613700	GO:0005634
PF3D7_0613800	GO:0005634,GO:0042493,GO:0043565
PF3D7_0613900	GO:0005524,GO:0005634,GO:0005829,GO:0016459,GO:0045178,GO:0048870
PF3D7_0614000	GO:0004789,GO:0009228
PF3D7_0614200	GO:0016226,GO:0051536
PF3D7_0614300	GO:0016021
PF3D7_0614400	GO:0006397
PF3D7_0614500	GO:0003735,GO:0005634,GO:0006412,GO:0022625
PF3D7_0614800	GO:0004519,GO:0006281
PF3D7_0614900	GO:0016021
PF3D7_0615100	GO:0006633,GO:0016631,GO:0020011,GO:0042493
PF3D7_0615200	GO:0045177
PF3D7_0615300	GO:0016021
PF3D7_0615400	GO:0004540,GO:0005634,GO:0006396
PF3D7_0615500	GO:0004693,GO:0006468,GO:0051726
PF3D7_0615700	GO:0003723,GO:0006406
PF3D7_0616000	GO:0000304,GO:0005524,GO:0005829,GO:0008478,GO:0008614,GO:0016310,GO:0042819,GO:0070280,GO:0070281,GO:0070282
PF3D7_0616200	GO:0000775,GO:0005634,GO:0007059,GO:0008017,GO:0031262
PF3D7_0616400	GO:0020011
PF3D7_0616500	GO:0016021,GO:0044409,GO:0048870
PF3D7_0616800	GO:0005739,GO:0008924,GO:0016020,GO:0030060,GO:0042493
PF3D7_0617000	GO:0005739,GO:0005742,GO:0008320,GO:0030150
PF3D7_0617100	GO:0005515
PF3D7_0617200	GO:0005634,GO:0005783
PF3D7_0617400	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0046812,GO:0050839,GO:0098609
PF3D7_0617600	GO:0020013,GO:0020036,GO:0033644
PF3D7_0617700	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0617800	GO:0000786,GO:0003677,GO:0005634,GO:0051276
PF3D7_0617900	GO:0000791,GO:0005515,GO:0005634,GO:0051276
PF3D7_0618000	GO:0020020
PF3D7_0618200	GO:0005634
PF3D7_0618300	GO:0003735,GO:0005634,GO:0006412,GO:0015934
PF3D7_0618400	GO:0016021
PF3D7_0618500	GO:0005829,GO:0006099,GO:0030060
PF3D7_0618600	GO:0006465,GO:0008233
PF3D7_0618700	GO:0005634,GO:0020036
PF3D7_0618900	GO:0006506,GO:0017176
PF3D7_0619100	GO:0020011
PF3D7_0619400	GO:0005634,GO:0005783,GO:0010564,GO:0016887,GO:0030433,GO:1903561
PF3D7_0619500	GO:0005324,GO:0006097
PF3D7_0619700	GO:0048471,GO:0051301,GO:0070258
PF3D7_0619800	GO:0044228
PF3D7_0619900	GO:0005681,GO:0008380
PF3D7_0620000	GO:0009986,GO:0042783,GO:0044409
PF3D7_0620100	GO:0005739
PF3D7_0620400	GO:0046658,GO:0046812
PF3D7_0620500	GO:0003723,GO:0005848,GO:0006396
